name,brand,address,town,county,latitude,longitude,fuel,price,dateupdated
Circle K Tivoli,Circle K,Tivoli,Cork,Rk,51.9031895,-8.4284455,Diesel,197.9,2026-03-09
Inver Macroom Junction,Inver,"R583, Gurteenroe Park, Gurteenroe",Macroom,Rk,51.90753261629837,-8.978349976423232,Diesel,1.8,2026-03-07
Certa 24/7,Certa,"L3004, Lee Tunnel, Kilcoolishal, Little Island",Glanmire,Rk,51.907298419115676,-8.363261087570464,Petrol,179.9,2026-03-07
Certa 24/7,Certa,"L3004, Lee Tunnel, Kilcoolishal, Little Island",Glanmire,Rk,51.907298419115676,-8.363261087570464,Diesel,200.9,2026-03-07
Circle K Midleton,Circle K,"Old Cork Rd, Oatencake",Midleton,Rk,51.914291,-8.1843412,Petrol,174.9,2026-03-05
Circle K Midleton,Circle K,"Old Cork Rd, Oatencake",Midleton,Rk,51.914291,-8.1843412,Diesel,179.9,2026-03-05
Newberry Service Station,Silverstream,"R619, Newberry, Kilvealaton East",Mallow,Rk,52.1230939,-8.6872389,Petrol,179.9,2026-03-04
Newberry Service Station,Silverstream,"R619, Newberry, Kilvealaton East",Mallow,Rk,52.1230939,-8.6872389,Diesel,180.9,2026-03-04
Fennelly's Premier Service Station,Texaco,"R907, Cork Rd, Knockgriffin",Midleton,Rk,51.9141841,-8.188280899999999,Petrol,175.9,2026-03-02
Fennelly's Premier Service Station,Texaco,"R907, Cork Rd, Knockgriffin",Midleton,Rk,51.9141841,-8.188280899999999,Diesel,172.9,2026-03-02
O'Reilly's Garage,Texaco,"N22, Carrigrohane Rd",Cork,Rk,51.8933944,-8.5112267,Diesel,174.9,2026-02-28
Spillane's Service Station,NA,"Ballinrea Rd, Ballinrea",Carrigaline,Rk,51.836681,-8.394848699999999,Petrol,177.9,2026-02-20
Spillane's Service Station,NA,"Ballinrea Rd, Ballinrea",Carrigaline,Rk,51.836681,-8.394848699999999,Diesel,176.9,2026-02-20
Murphy's Service Station,Circle K,"5 Vicars Rd, Togher",Cork,Rk,51.87930617742035,-8.487858122685083,Petrol,176.9,2026-02-10
Murphy's Service Station,Circle K,"5 Vicars Rd, Togher",Cork,Rk,51.87930617742035,-8.487858122685083,Diesel,176.9,2026-02-10
Maxol Service Station Pouladuff Road,Maxol,"Pouladuff Road, The Lough",Cork,Rk,51.887988299999996,-8.4826383,Petrol,174.9,2026-02-07
Certa,Certa,"R612, Kilnaglery",Carrigaline,Rk,51.812025899999995,-8.383685000000002,Diesel,173.9,2025-12-24
Brosnan’s Fuel,NA,"The House in Between, Ardmanagh Rd, Ardmanagh",Schull,Rk,51.527736,-9.546673,Petrol,172.9,2025-12-23
Brosnan’s Fuel,NA,"The House in Between, Ardmanagh Rd, Ardmanagh",Schull,Rk,51.527736,-9.546673,Diesel,168.9,2025-12-23
Top Oil McDonald's Oil,Top,"Unit 3 Kinsale Rd, Ballyphehane, Kinsale",Cork,Rk,51.8751394,-8.4689214,Diesel,169.9,2025-11-06
Brandon Co-op Retail Centre,Inver,"R586, Bridge St, Teadies Lower ",Enniskeane,Rk,51.73939061403598,-8.92576372841441,Diesel,167.9,2025-11-01
Hurleys Fuel Centre,Independent,"N71, The Pike, Lissavard",Clonakilty,Rk,51.60073590965732,-8.959687977967548,Petrol,171.9,2025-10-21
Hurleys Fuel Centre,Independent,"N71, The Pike, Lissavard",Clonakilty,Rk,51.60073590965732,-8.959687977967548,Diesel,166.9,2025-10-21
Applegreen,Applegreen,The Spa,Mallow,Rk,52.1357661,-8.640158,Petrol,181.9,2025-10-19
Applegreen,Applegreen,The Spa,Mallow,Rk,52.1357661,-8.640158,Diesel,176.9,2025-10-19
Maxol Service Station Wilton,Maxol,"Glasheen Rd, Wilton",Cork,Rk,51.883359299999995,-8.5048769,Petrol,172.9,2025-10-18
Maxol Service Station Wilton,Maxol,"Glasheen Rd, Wilton",Cork,Rk,51.883359299999995,-8.5048769,Diesel,168.9,2025-10-18
Inver Curraglass,Inver,"Curraglass West, Amber",Curraglass,Rk,52.093516,-8.0429733,Petrol,175.9,2025-10-13
Inver Curraglass,Inver,"Curraglass West, Amber",Curraglass,Rk,52.093516,-8.0429733,Diesel,169.9,2025-10-13
Circle K Express Lissarda,Circle K,Ballymichael,Lissarda,Rk,51.851682,-8.865675999999999,Petrol,173.9,2025-10-12
Lee Garage,Independent,25 Model Farm Rd,Glasheen,Rk,51.8883959,-8.5116569,Petrol,171.9,2025-10-07
Lee Garage,Independent,25 Model Farm Rd,Glasheen,Rk,51.8883959,-8.5116569,Diesel,165.9,2025-10-07
Barrys Petrol Station,Top,"R618, Inniscarra Rd",Great Island,Rk,51.892993764011436,-8.622962669818122,Petrol,171.9,2025-10-06
Smart Pump,Silverstream,"N72, Mallow Rd, Grange East, ",Fermoy,Rk,52.14165832011946,-8.281441119692914,Petrol,168.9,2025-09-29
Smart Pump,Silverstream,"N72, Mallow Rd, Grange East, ",Fermoy,Rk,52.14165832011946,-8.281441119692914,Diesel,162.9,2025-09-29
Circle K Express Inishannon,Circle K Express,"N71, 3 Main St, Laherfineen",Innishannon,Rk,51.76551,-8.660701999999999,Petrol,172.9,2025-09-20
Circle K Express Inishannon,Circle K Express,"N71, 3 Main St, Laherfineen",Innishannon,Rk,51.76551,-8.660701999999999,Diesel,169.9,2025-09-20
Billy Cahalane Costcutter/ Circle K Service Station,Circle K,"Main, Cork Rd, Ballylangley",Bandon,Rk,51.7526126,-8.716779899999999,Petrol,172.9,2025-09-20
Billy Cahalane Costcutter/ Circle K Service Station,Circle K,"Main, Cork Rd, Ballylangley",Bandon,Rk,51.7526126,-8.716779899999999,Diesel,169.9,2025-09-20
Kilbrogan Service Station,NA,"Macroom Rd, Kilbrogan, Bandon",Cloghmacsimon,Rk,51.758036999999995,-8.729413599999999,Petrol,172.9,2025-09-20
Kilbrogan Service Station,NA,"Macroom Rd, Kilbrogan, Bandon",Cloghmacsimon,Rk,51.758036999999995,-8.729413599999999,Diesel,166.9,2025-09-20
Applegreen,Applegreen,Upper Cork Hill,Youghal,Rk,51.9565181,-7.859316,Petrol,167.8,2025-09-17
Applegreen,Applegreen,Upper Cork Hill,Youghal,Rk,51.9565181,-7.859316,Diesel,164.8,2025-09-17
Texaco,Texaco,"Glasslyn Rd, Cloghmacsimon",Bandon,Rk,51.7468142,-8.725551099999999,Petrol,175.9,2025-09-06
Texaco,Texaco,"Glasslyn Rd, Cloghmacsimon",Bandon,Rk,51.7468142,-8.725551099999999,Diesel,168.9,2025-09-06
Circle K Eastgate,Circle K,Main St,Ballincollig,Rk,51.88819517388808,-8.58564470932572,Petrol,172.9,2025-08-24
Circle K Eastgate,Circle K,Main St,Ballincollig,Rk,51.88819517388808,-8.58564470932572,Diesel,170.9,2025-08-24
East Cork Motors Limited,NA,"The Pier Service Station, Aghada",Lower,Rk,51.844196499999995,-8.2101426,Petrol,189.9,2025-08-16
East Cork Motors Limited,NA,"The Pier Service Station, Aghada",Lower,Rk,51.844196499999995,-8.2101426,Diesel,182.9,2025-08-16
Top Oil Youghal Service Station,Top,"R634, Greencloyne",Youghal,Rk,51.9624197,-7.8606789,Petrol,165.9,2025-08-11
Top Oil Youghal Service Station,Top,"R634, Greencloyne",Youghal,Rk,51.9624197,-7.8606789,Diesel,161.9,2025-08-11
Inver Racecourse Junction,Inver,"N72, Navigation Rd, Firville West",Mallow,Rk,52.13371479398194,-8.695197082707267,Petrol,169.9,2025-05-16
Inver Racecourse Junction,Inver,"N72, Navigation Rd, Firville West",Mallow,Rk,52.13371479398194,-8.695197082707267,Diesel,164.9,2025-05-16
Lisavaird Co Op,Swift,Tullyneasky West,Clonakilty,Rk,51.60268033007674,-8.973388892746414,Petrol,166.9,2025-05-09
Lisavaird Co Op,Swift,Tullyneasky West,Clonakilty,Rk,51.60268033007674,-8.973388892746414,Diesel,159.9,2025-05-09
Amber Youghal,Amber,"Upper Strand, Claycastle",Youghal,Rk,51.9405429,-7.8526368,Petrol,164.9,2025-05-20
Amber Youghal,Amber,"Upper Strand, Claycastle",Youghal,Rk,51.9405429,-7.8526368,Diesel,162.9,2025-05-20
Roundhill Service Station,Swift,"Clonakilty Rd, Roundhill",Bandon,Rk,51.7352712,-8.7530963,Petrol,173.9,2024-09-09
Roundhill Service Station,Swift,"Clonakilty Rd, Roundhill",Bandon,Rk,51.7352712,-8.7530963,Diesel,163.9,2024-09-09
Downeys Daybreak,Circle K,Derrymihin West,Castletownbere,Rk,51.653004499999994,-9.8821656,Diesel,172.9,2024-07-31
D Oil,Swift,Underhill,Dunmanway,Rk,51.716703499999994,-9.111984099999999,Petrol,177.9,2024-07-17
D Oil,Swift,Underhill,Dunmanway,Rk,51.716703499999994,-9.111984099999999,Diesel,170.9,2024-07-17
Connelly's Service Station,Applegreen,"Cork Rd, Gortnaclohy",Skibbereen,Rk,51.5574678,-9.2550477,Petrol,181.8,2024-08-09
Connelly's Service Station,Applegreen,"Cork Rd, Gortnaclohy",Skibbereen,Rk,51.5574678,-9.2550477,Diesel,171.8,2024-08-09
Hegartys Circle K Expresss,Circle K,"Market St, Gortnaclohy",Skibbereen,Rk,51.547208499999996,-9.263907,Petrol,182.9,2024-07-16
Hegartys Circle K Expresss,Circle K,"Market St, Gortnaclohy",Skibbereen,Rk,51.547208499999996,-9.263907,Diesel,172.9,2024-07-16
Circle K,Circle K,32,Dunmanway,Rk,51.723320799999996,-9.108249599999999,Petrol,168.9,2025-06-04
Circle K,Circle K,32,Dunmanway,Rk,51.723320799999996,-9.108249599999999,Diesel,165.9,2025-06-04
Hennessy’s Daybreak,Top,Ballynoe,White’s Cross,Rk,51.93793130939062,-8.451104421637694,Petrol,168.7,2025-05-20
Hennessy’s Daybreak,Top,Ballynoe,White’s Cross,Rk,51.93793130939062,-8.451104421637694,Diesel,163.7,2025-05-20
Circle K Bantry,Circle K,"N71, Newtown",Bantry,Rk,51.690985,-9.442370799999999,Petrol,168.9,2025-06-03
Circle K Bantry,Circle K,"N71, Newtown",Bantry,Rk,51.690985,-9.442370799999999,Diesel,167.9,2025-06-03
Amber Leemount Cross,Amber,"R579, Leemount Place",Coolymurraghue,Rk,51.89884781533735,-8.573310026676154,Petrol,169.9,2025-05-18
Amber Leemount Cross,Amber,"R579, Leemount Place",Coolymurraghue,Rk,51.89884781533735,-8.573310026676154,Diesel,166.9,2025-05-18
Bantry Express Shop,NA,"Seafield, Co. Cork, Ireland",Bantry,Rk,51.6798084,-9.46006,Petrol,168.9,2025-06-03
Bantry Express Shop,NA,"Seafield, Co. Cork, Ireland",Bantry,Rk,51.6798084,-9.46006,Diesel,167.9,2025-06-03
Applegreen,Applegreen,"Cappeen West, Moneygaff West, Cork",Cappeen,Rk,51.795263299999995,-8.9924898,Petrol,170.8,2025-04-27
Applegreen,Applegreen,"Cappeen West, Moneygaff West, Cork",Cappeen,Rk,51.795263299999995,-8.9924898,Diesel,166.8,2025-04-27
Applegreen Togher,Applegreen,"Togher Rd, Lehenagh Beg",Cork,Rk,51.8741487,-8.4955762,Petrol,181.9,2025-02-04
Applegreen Togher,Applegreen,"Togher Rd, Lehenagh Beg",Cork,Rk,51.8741487,-8.4955762,Diesel,179.9,2025-02-04
Westlink Service Station,NA,"Lower Pouladuff Rd, Ballyphehane, CORK",Cork,Rk,51.8731789,-8.4862022,Petrol,186.9,2025-02-01
Westlink Service Station,NA,"Lower Pouladuff Rd, Ballyphehane, CORK",Cork,Rk,51.8731789,-8.4862022,Diesel,186.9,2025-02-01
Maxol Service Station Donnybrook,Maxol,"Donnybrook Hill, Douglas",Cork,Rk,51.8687699,-8.4390678,Diesel,181.9,2025-01-23
Top Oil Carrigaline Service Station,Top,"Kilmoney Heights, Kilmoney",Carrigaline,Rk,51.811697599999995,-8.3944678,Diesel,179.9,2025-01-23
The Village Store,NA,"Moneygaff West, Co. Cork, Ireland",Cappeen,Rk,51.795151,-8.9925832,Petrol,177.8,2025-01-19
The Village Store,NA,"Moneygaff West, Co. Cork, Ireland",Cappeen,Rk,51.795151,-8.9925832,Diesel,175.8,2025-01-19
Centra Kildorrery,NA,Farrahy Rd,Kildorrery,Rk,52.2454804,-8.429462,Petrol,176.9,2024-12-26
Centra Kildorrery,NA,Farrahy Rd,Kildorrery,Rk,52.2454804,-8.429462,Diesel,171.9,2024-12-26
Circle K Ballincollig,Circle K,"43 Pine Walk, Ballincollig",Cork,Rk,51.8878359,-8.5942603,Petrol,177.5,2024-12-18
Circle K Ballincollig,Circle K,"43 Pine Walk, Ballincollig",Cork,Rk,51.8878359,-8.5942603,Diesel,172.9,2024-12-18
O’Riordan’s Service Station,Amber,"R579, 27 Bluepool Lower",Kanturk,Rk,52.17289465065082,-8.903116263267862,Petrol,171.9,2025-06-03
O’Riordan’s Service Station,Amber,"R579, 27 Bluepool Lower",Kanturk,Rk,52.17289465065082,-8.903116263267862,Diesel,168.9,2025-06-03
Aspel’s Service Station,Top,"R576, O'Brien St, Newmarket Rd",Kanturk,Rk,52.17871437299317,-8.90775045401594,Petrol,173.9,2025-06-03
Aspel’s Service Station,Top,"R576, O'Brien St, Newmarket Rd",Kanturk,Rk,52.17871437299317,-8.90775045401594,Diesel,169.9,2025-06-03
Maxol,Maxol,"Clonakilty Rd, Roundhill",Bandon,Rk,51.7349423,-8.7567954,Petrol,175.9,2024-09-09
Maxol,Maxol,"Clonakilty Rd, Roundhill",Bandon,Rk,51.7349423,-8.7567954,Diesel,164.9,2024-09-09
Christy Lucey Service Station Ltd,NA,"Ballymakeery, Flats",Macroom,Rk,51.938317299999994,-9.1540388,Petrol,168.9,2025-06-01
Inver Charleville,Inver,"N20, Rathgoggan South",Charleville,Rk,52.347084806233426,-8.675195798823239,Petrol,167.9,2025-06-04
Inver Charleville,Inver,"N20, Rathgoggan South",Charleville,Rk,52.347084806233426,-8.675195798823239,Diesel,163.9,2025-06-04
Johnsbridge Service station,Emo,"R579, Bawnmore South",Johnsbridge,Rk,52.236795992060365,-8.887425697688599,Petrol,172.9,2025-06-04
Johnsbridge Service station,Emo,"R579, Bawnmore South",Johnsbridge,Rk,52.236795992060365,-8.887425697688599,Diesel,167.9,2025-06-04
Hannon’s Service Station,Maxol,"Church St, Scarteen Lower",Newmarket,Rk,52.21472823520347,-8.996421400812665,Petrol,172.9,2025-06-08
Hannon’s Service Station,Maxol,"Church St, Scarteen Lower",Newmarket,Rk,52.21472823520347,-8.996421400812665,Diesel,164.9,2025-06-08
Top Oil Rathduff Truck Stop,Top,"N20, Rathduff",Grenagh,Rk,52.01853890309445,-8.58979969695227,Diesel,164.9,2025-06-09
"Maxol Service Station, Boherbue Co-op",Maxol,"Mallow, Co. Cork, Ireland",Duke,Rk,52.159276299999995,-9.0722747,Petrol,182.9,2024-05-24
"Maxol Service Station, Boherbue Co-op",Maxol,"Mallow, Co. Cork, Ireland",Duke,Rk,52.159276299999995,-9.0722747,Diesel,174.9,2024-05-24
Top Oil Stranorlar Service Station,Top,Johnsons Corner,Stranorlar,Donegal,54.805049999999994,-7.7679574,Diesel,215.9,2026-03-20
Reid's Garage,NA,Johnston's Corner,Stranorlar,Donegal,54.805049,-7.767948999999999,Diesel,215.9,2026-03-20
Top Oil Sweeneys Spar Express,Top,Ballyraine,Letterkenny,Donegal,54.953373799999994,-7.7094159,Petrol,189.9,2026-03-20
Top Oil Sweeneys Spar Express,Top,Ballyraine,Letterkenny,Donegal,54.953373799999994,-7.7094159,Diesel,209.9,2026-03-20
G & S Filling Station,NA,"Church Rd, Churchland Quarters(Carrowtemple Moneyshandoney And Carrick)",Carndonagh,Donegal,55.2508415,-7.2657339,Petrol,189.9,2026-03-20
G & S Filling Station,NA,"Church Rd, Churchland Quarters(Carrowtemple Moneyshandoney And Carrick)",Carndonagh,Donegal,55.2508415,-7.2657339,Diesel,209.9,2026-03-20
Circle K,Circle K,"Millbrae, Ballylosky",Carndonagh,Donegal,55.2486743,-7.2640126,Petrol,199.9,2026-03-20
Circle K,Circle K,"Millbrae, Ballylosky",Carndonagh,Donegal,55.2486743,-7.2640126,Diesel,213.9,2026-03-20
Circle K Tobin's,Circle K,Port Rd,Letterkenny,Donegal,54.952259,-7.7249155,Diesel,209.9,2026-03-19
Circle K N15,Circle K,"Ballybofey, Co. Donegal, Ireland",Ballybofey,Donegal,54.7951723,-7.7945267000000005,Diesel,208.9,2026-03-19
Gills Service Station,Circle K,Pettigo Rd,Aghafoy,Donegal,54.5436286,-7.855638199999999,Petrol,196.9,2026-03-19
Gills Service Station,Circle K,Pettigo Rd,Aghafoy,Donegal,54.5436286,-7.855638199999999,Diesel,215.9,2026-03-19
Applegreen Lifford,Applegreen,Letterkenny Rd,Lifford,Donegal,54.836491699999996,-7.4884754,Petrol,189.9,2026-03-19
Applegreen Lifford,Applegreen,Letterkenny Rd,Lifford,Donegal,54.836491699999996,-7.4884754,Diesel,212.9,2026-03-19
Whoriskeys Heating Oils,NA,"Bridge End Or Drummonaghan, Co. Donegal, Ireland",Rathmelton,Donegal,55.0369062,-7.6539514,Petrol,199.9,2026-03-19
Whoriskeys Heating Oils,NA,"Bridge End Or Drummonaghan, Co. Donegal, Ireland",Rathmelton,Donegal,55.0369062,-7.6539514,Diesel,215.9,2026-03-19
Kernan's Spar Express Moorefield Ramelton,NA,"Letterkenny Rd, Aghangaddy Glebe",Ramelton,Donegal,55.019701999999995,-7.652455,Petrol,199.9,2026-03-19
Kernan's Spar Express Moorefield Ramelton,NA,"Letterkenny Rd, Aghangaddy Glebe",Ramelton,Donegal,55.019701999999995,-7.652455,Diesel,215.9,2026-03-19
Certa 24/7,Certa,"R940 Ramelton Rd, Ballyraine",Letterkenny,Donegal,54.9561098,-7.7081010999999995,Petrol,193.9,2026-03-19
Certa 24/7,Certa,"R940 Ramelton Rd, Ballyraine",Letterkenny,Donegal,54.9561098,-7.7081010999999995,Diesel,207.9,2026-03-19
Blaney Stores - Applegreen,Applegreen,"8 R267, Legmuckduff, Co. Donegal",The,Donegal,55.075776700000006,-7.679229299999999,Petrol,188.8,2026-03-19
Blaney Stores - Applegreen,Applegreen,"8 R267, Legmuckduff, Co. Donegal",The,Donegal,55.075776700000006,-7.679229299999999,Diesel,209.8,2026-03-19
Dalys - An Siopa Beag,Circle K,"N15, Townparks, Castlefinn Road",Lifford,Donegal,54.8290973,-7.485022099999999,Petrol,186.9,2026-03-18
Dalys - An Siopa Beag,Circle K,"N15, Townparks, Castlefinn Road",Lifford,Donegal,54.8290973,-7.485022099999999,Diesel,203.9,2026-03-18
Circle K / Maple Castlefinn,Circle K,Sandy Row,Castlefinn,Donegal,54.802665,-7.5919749,Petrol,196.9,2026-03-18
Circle K / Maple Castlefinn,Circle K,Sandy Row,Castlefinn,Donegal,54.802665,-7.5919749,Diesel,209.9,2026-03-18
Go 24hr Express,Go,"N15, Liscooley",Castlefinn,Donegal,54.80132,-7.641820000000001,Petrol,189.9,2026-03-18
Go 24hr Express,Go,"N15, Liscooley",Castlefinn,Donegal,54.80132,-7.641820000000001,Diesel,209.9,2026-03-18
Top Oil Drumkeen,Top,Treantaboy,Drumkeen,Donegal,54.889920999999994,-7.733781899999999,Diesel,205.9,2026-03-17
Kee's Circle K Express Laghey,Circle K,Oughtnadrin,Laghey,Donegal,54.6153054,-8.0898532,Petrol,189.9,2026-03-16
Kee's Circle K Express Laghey,Circle K,Oughtnadrin,Laghey,Donegal,54.6153054,-8.0898532,Diesel,209.9,2026-03-16
The Northern Garage,Emo,"R267, Clar Road, Drumlonagher",Donegal,Donegal,54.656032499999995,-8.096292499999999,Petrol,188.9,2026-03-16
The Northern Garage,Emo,"R267, Clar Road, Drumlonagher",Donegal,Donegal,54.656032499999995,-8.096292499999999,Diesel,209.9,2026-03-16
Circle K,Circle K,Drumcliff,Donegal,Donegal,54.656439899999995,-8.1183255,Petrol,189.9,2026-03-16
Circle K,Circle K,Drumcliff,Donegal,Donegal,54.656439899999995,-8.1183255,Diesel,209.9,2026-03-16
Koleys Service Station,Top,"N56, Drumlonagher",Donegal,Donegal,54.6586515,-8.0893952,Petrol,191.9,2026-03-13
Koleys Service Station,Top,"N56, Drumlonagher",Donegal,Donegal,54.6586515,-8.0893952,Diesel,211.9,2026-03-13
Falcarragh Service Station,Circle K Express,"Ballyconnell, Co. Donegal, Ireland",Falcarragh,Donegal,55.13711,-8.09931,Petrol,200.9,2026-03-16
Falcarragh Service Station,Circle K Express,"Ballyconnell, Co. Donegal, Ireland",Falcarragh,Donegal,55.13711,-8.09931,Diesel,217.9,2026-03-16
Co-Op Fuel Londis (McKennas),Co-op,"N/a, Drung, Co. Donegal",Mountargus,Donegal,55.1503221,-7.1560111,Diesel,204.9,2026-03-14
Donaghys Filling Station,Independent,Main St,Muff,Donegal,55.07091027557351,-7.2685552910962485,Diesel,204.9,2026-03-14
Circle K R238,Circle K,Main St,Muff,Donegal,55.069476400000006,-7.268479699999999,Petrol,186.9,2026-03-14
Circle K R238,Circle K,Main St,Muff,Donegal,55.069476400000006,-7.268479699999999,Diesel,196.9,2026-03-14
McGonigle's Maxol Spar,Maxol,Main St,Muff,Donegal,55.0670995,-7.269614,Petrol,195.9,2026-03-14
McGonigle's Maxol Spar,Maxol,Main St,Muff,Donegal,55.0670995,-7.269614,Diesel,205.9,2026-03-14
Dry Arch Complex,Texaco,"N56, Bunnagee",Letterkenny,Donegal,54.9438732,-7.696896199999999,Petrol,189.9,2026-03-14
Dry Arch Complex,Texaco,"N56, Bunnagee",Letterkenny,Donegal,54.9438732,-7.696896199999999,Diesel,208.9,2026-03-14
Applegreen Letterkenny,Applegreen,"Derry Road, Bunnagee",Letterkenny,Donegal,54.944366099999996,-7.700288199999998,Petrol,183.8,2026-03-14
Applegreen Letterkenny,Applegreen,"Derry Road, Bunnagee",Letterkenny,Donegal,54.944366099999996,-7.700288199999998,Diesel,199.8,2026-03-14
Circle K,Circle K,"Kilmacrennan Road, Mountain Top",Letterkenny,Donegal,54.9771791,-7.7255479,Diesel,196.9,2026-03-14
O'Donnell's Go,Go,"N56, Ellistrin Little, Ellistrin",Letterkenny,Donegal,54.9953109,-7.729936299999999,Petrol,189.9,2026-03-14
O'Donnell's Go,Go,"N56, Ellistrin Little, Ellistrin",Letterkenny,Donegal,54.9953109,-7.729936299999999,Diesel,205.9,2026-03-14
Sweeney's Your Stop,Top,"Fawans, Termon, Co. Donegal",Letterkenny,Donegal,55.0561836,-7.828756599999999,Petrol,191.9,2026-03-14
Sweeney's Your Stop,Top,"Fawans, Termon, Co. Donegal",Letterkenny,Donegal,55.0561836,-7.828756599999999,Diesel,207.9,2026-03-14
"Maxol Service Station, Moore's",Maxol,"Kill, Dunfanaghy, Co. Donegal",Kilbroney,Donegal,55.1825188,-7.9657592,Petrol,192.9,2026-03-14
"Maxol Service Station, Moore's",Maxol,"Kill, Dunfanaghy, Co. Donegal",Kilbroney,Donegal,55.1825188,-7.9657592,Diesel,206.9,2026-03-14
Holmes Service Station,Texaco,"N56, Killybegs Road, Drimark",Donegal,Donegal,54.6524863,-8.1424282,Petrol,189.9,2026-03-13
Holmes Service Station,Texaco,"N56, Killybegs Road, Drimark",Donegal,Donegal,54.6524863,-8.1424282,Diesel,209.9,2026-03-13
Callaghan's Service Station (Gala),Go,Moness,Burt,Donegal,55.0320548,-7.454062,Petrol,189.9,2026-03-12
Callaghan's Service Station (Gala),Go,Moness,Burt,Donegal,55.0320548,-7.454062,Diesel,199.9,2026-03-12
Twin Town Oils Ltd,NA,"TWIN TOWN OILS LTD, Cappry",Ballybofey,Donegal,54.7885411,-7.8230388,Diesel,199.9,2026-03-12
McErlean Fuels Ltd,Independent,Main St,Muff,Donegal,55.0718065,-7.2690428,Diesel,189.5,2026-03-07
TJ Hughes Fuels,Circle K,"N3, Cloghore, Ballyshannon",Belleek,Donegal,54.477102599999995,-8.096791699999999,Petrol,183.9,2026-03-06
TJ Hughes Fuels,Circle K,"N3, Cloghore, Ballyshannon",Belleek,Donegal,54.477102599999995,-8.096791699999999,Diesel,193.9,2026-03-06
Stinson Fuels,NA,Ballymagrorty Scotch,Ballymagroarty,Donegal,54.557590299999994,-8.1316104,Diesel,205.9,2026-03-05
Circle K Express Carrigart,Circle K,"R245, Milford road",Carrickart,Donegal,55.17755,-7.793277,Petrol,189.9,2026-03-04
Circle K Express Carrigart,Circle K,"R245, Milford road",Carrickart,Donegal,55.17755,-7.793277,Diesel,189.9,2026-03-04
Top Oil Newtowncunningham Kernan's Service Station,Top,Derry Road,Newtown,Donegal,54.998218699999995,-7.5149878999999995,Petrol,173.9,2026-02-10
Top Oil Newtowncunningham Kernan's Service Station,Top,Derry Road,Newtown,Donegal,54.998218699999995,-7.5149878999999995,Diesel,172.9,2026-02-10
Applegreen Cill an Oir,Applegreen,"Cill an Óir, Complex",Letterkenny,Donegal,54.969208099999996,-7.761379499999999,Petrol,178.9,2026-02-03
Applegreen Cill an Oir,Applegreen,"Cill an Óir, Complex",Letterkenny,Donegal,54.969208099999996,-7.761379499999999,Diesel,178.8,2026-02-03
